isotope,distance_cm,counts_free,mean_cps_free_model,counts_Al,mean_cps_Al_model,counts_Cu,mean_cps_Cu_model,counts_Pb,mean_cps_Pb_model
Co60,30.0,1627,53.57319107918263,1591,52.919870893217485,1472,48.98551504763044,1104,37.9203827256501
Co60,30.0,1579,53.87110152370181,1602,52.74473717152028,1431,48.38223322357443,1116,38.325463739879616
Co60,30.0,1545,52.21925197510025,1615,51.83235428551423,1402,47.39898303150025,1163,37.36441999066225
Co60,30.0,1616,53.812336476726095,1605,51.60810477169578,1435,47.872569931505936,1170,38.45003653784915
Co60,30.0,1547,54.40484926891437,1524,50.9800465334048,1348,46.30943358052734,1141,37.99931687877138
Co60,30.0,1552,54.19587681794851,1453,50.79662056012143,1475,48.346299143910095,1158,38.67870445471948
Co60,30.0,1638,53.44290491341119,1545,52.04114011047082,1514,48.80854750753893,1192,38.78958786622049
Co60,30.0,1604,53.407842927160104,1531,53.44484433560279,1444,47.70647482343443,1105,38.62682117137517
Co60,30.0,1552,52.49764432831329,1532,53.51452781078695,1519,48.143969152557034,1114,37.40657331160786
Co60,30.0,1578,52.054980704531005,1457,51.57489411083044,1472,48.95085211958167,1125,38.40682110689667
Co60,30.0,1614,53.597588096940676,1633,52.40723836351967,1498,47.53049557759035,1135,37.755179197603155
Co60,30.0,1673,53.56637628486282,1571,51.74753853649011,1428,46.724833186136784,1149,38.42306943622094
Co60,30.0,1592,53.86754119570801,1507,51.739092270248676,1396,47.49374394544379,1106,37.66775889421301
Co60,30.0,1610,53.21886096153447,1565,52.59032404696039,1434,48.638096726906475,1120,39.051063569628354
Co60,30.0,1625,55.201936552496335,1555,52.48038067410926,1514,48.57011820687342,1133,37.919269257563826
Co60,30.0,1581,53.31676492351081,1599,53.11164383533461,1503,49.23598899354588,1199,37.74832803690472
Co60,30.0,1470,52.56030362373063,1493,51.59893715097502,1420,48.26692067917506,1125,38.47697781443262
Co60,30.0,1562,53.17479564091688,1608,51.55290404690061,1389,46.62708134958376,1117,37.3934671183777
Co60,30.0,1602,53.171378516392004,1548,52.87324790803212,1395,47.945632777430845,1153,38.087662236841865
Co60,30.0,1637,54.297489217505316,1489,52.149180850368815,1482,48.01146526724219,1119,38.87003566614066
Co60,30.0,1669,54.4163332718502,1541,51.39875514934605,1347,46.477992838882344,1067,37.97102726418979
Co60,30.0,1567,52.78107208122073,1586,51.37854507293194,1504,49.56774260250588,1192,39.25308754368675
Co60,30.0,1604,53.27005937343642,1496,51.804303176468096,1398,47.27001263201936,1086,37.518132874760965
Co60,30.0,1591,53.067772820814795,1638,53.78014944953465,1451,48.09774400832335,1118,38.05238467561843
Co60,30.0,1597,53.624536088471366,1617,52.092598770512375,1434,47.14149145344667,1100,38.26040785136726
Co60,30.0,1598,54.66588480099846,1682,53.350716943784484,1454,47.16348206027635,1164,38.503944028651055
Co60,30.0,1584,52.7636343704076,1547,52.09819127650435,1523,48.818991133884566,1113,37.495915627135346
Co60,30.0,1719,54.74974512503362,1687,53.19916710708046,1470,47.16723439564425,1166,38.30806217080283
Co60,30.0,1537,52.97098577578723,1606,53.16858528327215,1410,48.42098229645127,1145,38.13129773645928
Co60,30.0,1631,53.44678937338988,1541,52.62739260333599,1397,46.802204533873294,1189,38.61389601525413
Co60,30.0,1633,53.838891186548345,1559,52.87112883233336,1387,47.37772549513006,1191,37.911278996897224
Co60,30.0,1566,54.292149639801,1614,53.544183362287846,1431,46.99282289786435,1199,38.70040161066248
Co60,30.0,1583,52.0937453208083,1588,53.03816792080673,1454,48.4600645988487,1178,38.173652224793614
Co60,30.0,1628,52.8417713943144,1535,51.07135903335482,1433,48.759592900100714,1156,37.48882427866545
Co60,30.0,1603,54.02424429072553,1555,52.013526447651465,1462,47.546301593026726,1128,38.1413876617608
Co60,30.0,1699,56.113296957556884,1631,51.4361236193336,1373,45.941595216125066,1137,38.102995386736254
Co60,30.0,1671,54.23169290168032,1619,53.541351197058404,1403,47.46108420800887,1079,36.97288776011109
Co60,30.0,1726,54.452227931264005,1661,53.68702141646266,1442,47.96238090409314,1091,38.26696010039461
Co60,30.0,1649,55.3911445104311,1569,51.04635698636271,1457,47.64528413998365,1124,37.45378952236241
Co60,30.0,1580,51.74319150265303,1512,51.79953115018775,1399,48.39595896964485,1102,37.447457929640294
Co60,30.0,1623,52.96765625080281,1609,52.93735380159022,1445,48.03029260953275,1099,38.17790792949891
Co60,30.0,1652,52.04894629726082,1593,53.88311253887105,1405,46.72183546102522,1083,37.782186622542724
Co60,30.0,1609,52.78274626633262,1577,52.9426281258995,1401,47.14375917669743,1031,36.79968965031322
Co60,30.0,1600,51.98799784591809,1564,52.17281552279656,1365,46.51740827779331,1074,38.72487936754574
Co60,30.0,1579,52.56728813093293,1612,51.99750415967307,1389,46.75389179083772,1154,37.89304901857439
Co60,30.0,1540,52.63507148458194,1655,52.56737117670229,1351,46.663134861254974,1141,38.67422306455792
Co60,30.0,1602,53.864016456343386,1561,51.800713766954544,1506,48.52635944887041,1080,37.73368750887808
Co60,30.0,1604,54.02655093499203,1524,50.472768320542244,1460,47.4762971153648,1072,37.462131711692855
Co60,30.0,1644,54.29132727481335,1618,53.09239116024686,1410,47.610383730002006,1111,38.0358268549809
Co60,30.0,1645,54.398709605592934,1500,52.1953189806806,1411,46.65030289141731,1155,39.01087918089164
Co60,30.0,1607,53.47876055073909,1554,51.76151102203378,1471,47.37657531157316,1154,38.190697429021114
Co60,30.0,1518,52.99402214619518,1499,52.406261761601655,1457,48.14602523024983,1185,38.483298848410385
Co60,30.0,1469,52.382379950238864,1552,53.123915999536,1434,47.89796224133703,1093,36.76882309249979
Co60,30.0,1661,53.72454266057073,1539,53.012802641538514,1350,47.43272694791855,1079,37.4643803913697
Co60,30.0,1626,53.22519434294192,1644,53.52901234426315,1503,47.50509818163489,1167,39.03656252046357
Co60,30.0,1565,53.55172232087751,1651,53.701072371494625,1525,49.44415716557281,1180,37.97474069453212
Co60,30.0,1556,52.72483942960213,1457,51.46544562619965,1392,47.42658186001148,1153,38.36570252026649
Co60,30.0,1657,54.76448545109508,1520,52.19338120965296,1475,48.88540511871129,1100,37.89132761558717
Co60,30.0,1549,51.567945746303366,1643,54.14112288506392,1439,47.616023069697505,1129,37.3009517884715
Co60,30.0,1631,54.01507674214847,1601,53.38339466217898,1452,48.5698124672977,1187,39.525439158708174
Co60,30.0,1593,53.69872757525848,1522,52.408378982662555,1470,47.97555438773779,1178,39.02772894477876
Cs137,10.0,7665,257.16764745623846,7318,246.6585613252864,6548,217.1607030803474,4479,150.85900121624906
Cs137,10.0,7498,252.956182761278,7951,264.4796590167223,6674,221.07784388094433,4529,149.66798977444148
Cs137,10.0,7741,250.86110404224965,7818,262.6541707146947,6691,224.71139870441115,4155,140.37957732951708
Cs137,10.0,7643,250.9747567109233,7370,250.46831613276527,6801,221.7468725761171,4590,151.51053754759022
Cs137,10.0,7733,260.2194301802285,7457,245.72025426974466,6626,223.81902139566986,4510,150.8210824695985
Cs137,10.0,8051,263.40664726352804,7325,247.07266269052607,6722,225.50642333555118,4655,155.453243022389
Cs137,10.0,7222,244.01759877834667,7276,242.22389196868986,6892,228.29114567610063,4604,149.88033699000468
Cs137,10.0,8120,270.3270296193349,7509,253.94575664941956,6794,225.81375477411808,4586,150.70336543143335
Cs137,10.0,7957,262.4002629290783,7012,234.61688914541136,6377,213.2833567417283,4610,158.03400655819456
Cs137,10.0,7837,264.4276014010259,7705,255.51101712653477,7257,237.1096325360198,4400,146.98159347341175
Cs137,10.0,7406,248.71048448796606,7353,241.5782375703288,6378,213.82341529059855,4545,153.05895538800715
Cs137,10.0,7734,258.09526952932595,7750,254.5094671118026,7054,231.89459362752564,4531,151.6434299559145
Cs137,10.0,7872,262.14003599541263,7912,263.5664862777092,6986,229.41844511589812,4447,148.5487934237203
Cs137,10.0,7598,252.1024994284353,7710,257.68486703862914,6747,226.73281700611616,4488,151.05655707421087
Cs137,10.0,7508,252.08780296595702,7786,256.74792207195895,6951,228.75140620832045,4670,157.2025760387866
Cs137,10.0,7278,243.0767178611046,7966,263.60553531282244,6451,217.2892952984339,4352,145.89322063561858
Cs137,10.0,7393,249.74750159217723,7580,253.20654188001015,6598,219.52370908186973,4508,148.88527860178496
Cs137,10.0,8157,265.394834409532,7434,247.80636012034162,6457,218.50321190157226,4486,149.3091704473782
Cs137,10.0,7841,262.7789846664959,7267,243.77598669514234,6455,215.72936762694428,4416,148.80095187484534
Cs137,10.0,8320,277.57679640179776,7810,255.00610328497552,6328,212.83091492258833,4491,148.05489003933226
Cs137,10.0,7919,261.09013321249836,7539,249.92739456220903,7049,231.11124546253222,4524,152.03121288296896
Cs137,10.0,7797,256.20880304141576,7259,242.762053971595,6260,211.4730436280039,4374,147.48913588661696
Cs137,10.0,7813,261.34632951001754,7410,251.65607603798165,6306,210.70078035578732,4747,158.119112577967
Cs137,10.0,7466,251.03969756080014,7580,255.09448465417535,6584,219.29071400180575,4284,145.2262433976905
Cs137,10.0,7695,257.3561316736754,7554,253.9653064397551,6381,206.90810963098562,4746,156.2864506530739
Cs137,10.0,8048,267.69530471403885,7289,243.01499509028704,6753,221.0785603335452,4374,148.5423697285591
Cs137,10.0,7253,245.3670528970516,7171,242.76756299194918,6490,214.85461221593224,4615,154.3755157590791
Cs137,10.0,7809,256.90662815460195,7326,242.90984879448138,6281,208.79761197258088,4569,155.27948866492997
Cs137,10.0,7759,257.3519514086884,7678,256.85304748356054,6460,213.56315886414728,4462,144.12651472344723
Cs137,10.0,8534,279.20171760070406,7597,252.64027060328007,6832,222.52427273494177,4479,149.67714254364316
Cs137,10.0,7783,259.5793031432181,7653,257.715049562143,6931,230.9834158315017,4753,155.59753781350295
Cs137,10.0,8176,271.2338398126227,7294,238.38311221577328,6507,217.88039220542518,4468,148.3817063977003
Cs137,10.0,7883,259.83846042573987,7605,251.56089727476768,6418,215.76156203899708,4461,149.85119944197058
Cs137,10.0,8032,265.1461686792004,7536,250.33770253775558,6840,227.59865177578635,4749,156.69659041732902
Cs137,10.0,7586,257.77472309548455,7647,254.78130654551398,6960,231.80173741053287,4361,144.63275462529384
Cs137,10.0,7891,262.2354038301014,7298,244.11962642982976,6702,222.53644934101735,4306,147.16082959288246
Cs137,10.0,7451,248.68577601196424,7472,245.47586908787716,6660,224.12559591768823,4437,149.39513223956502
Cs137,10.0,7761,260.0876217124369,7576,251.31786405471297,6716,225.82362683383138,4559,152.29813395451563
Cs137,10.0,8246,274.0623718275625,7720,256.74465052100993,6574,220.95195677410388,4407,147.3305111015106
Cs137,10.0,8098,268.6818926291555,7430,245.445082860355,6701,224.33100104531513,4844,159.11856382971942
Cs137,10.0,7591,254.38849765812716,7371,247.4277269215524,6650,219.85551003765804,4658,154.42317285323972
Cs137,10.0,7945,264.86098680612986,7147,240.02242387270402,6427,218.22083174934937,4470,150.52121954541295
Cs137,10.0,7386,246.0682583558686,7543,250.92477529127663,6790,227.40412220076686,4410,147.29280378319095
Cs137,10.0,7513,253.94845050435183,7691,256.7466116734342,7022,227.57236346874504,4370,143.4197706170183
Cs137,10.0,7803,259.4647136257386,7627,250.67989108825967,6610,215.63176617897608,4515,148.61968287389985
Cs137,10.0,7041,236.80868223690285,7369,254.71711342544404,6624,221.39195657477407,4561,152.89203219629354
Cs137,10.0,8008,264.9432877766228,7672,257.1212477058557,6755,226.5281525249928,4420,147.97557416153762
Cs137,10.0,7901,263.9460818578916,7276,242.6427645514252,6729,226.03417854927375,4668,151.1735599653615
Cs137,10.0,8051,269.8972011265512,7524,254.46716284282076,6572,221.42019804073055,4629,149.6110691879937
Cs137,10.0,7310,245.12982001970758,8028,266.728444161339,6608,219.04765878721483,4627,154.91804832825966
Cs137,10.0,8240,272.7835341145283,7184,241.6705564222073,6341,209.10002719338596,4581,151.6384307071122
Cs137,10.0,8287,277.0453834209953,7541,249.33533318946937,6365,212.866146952219,4334,144.18578790534423
Cs137,10.0,7702,259.9132864186885,7488,244.16483259460514,6527,213.31762824548514,4787,157.6551909722433
Cs137,10.0,7684,258.14922265654593,7557,253.89563791472335,6367,214.42678802495558,4467,148.49387741089853
Cs137,10.0,7265,246.19508802072585,7303,241.72671225473368,6892,223.8429316791531,4765,158.17491755730575
Cs137,10.0,8312,274.28216229753934,7700,252.04684580994677,6568,218.65709254902342,4531,148.44104647082364
Cs137,10.0,7847,261.31756003744584,7515,246.1585389473122,6721,224.95511621922586,4499,150.1344430486544
Cs137,10.0,7844,259.4053334574707,7719,257.3223255038728,6859,227.01882713845495,4405,146.8692815130863
Cs137,10.0,7081,238.72940762305737,7359,247.49843961385173,6394,215.25473120154462,4721,155.43024520998537
Cs137,10.0,7947,263.2849963174054,7006,230.7766338748677,6301,213.25132957277168,4379,147.20023850211766
Cs137,10.0,7615,251.9509212221355,7825,262.67532882075534,6754,223.3410571447178,4595,150.55950248811203
Cs137,10.0,8030,268.48342050234555,7647,254.80435801261038,7123,233.7207673832373,4839,156.50699015176718
Cs137,10.0,7895,259.7366237128867,7260,239.87091855620417,6648,224.6356301441632,4376,147.4463678290195
Cs137,10.0,7619,253.5167710780782,7941,261.8420565533353,6746,227.38668647068874,4655,154.418378335919
Cs137,10.0,7595,254.53035427218163,7748,256.5824359926486,6869,229.88171745530465,4501,149.1771711305303
Cs137,10.0,7760,257.16724714682323,7257,238.67820859429554,6725,222.9646255890653,4482,152.5826683055556
Cs137,10.0,7593,258.2073896819791,7721,254.15017440033532,6670,222.1667024663506,4613,154.29695807148028
Cs137,10.0,7817,260.31725048532746,7253,239.18919343893668,6330,215.76576862085543,4637,153.2783765655514
Cs137,10.0,7738,257.2963997114559,7713,256.8316900758456,6537,218.1793811141023,4523,152.5942768653051
Cs137,10.0,7793,259.85658754664195,7555,250.23919156764538,6177,208.79790143432075,4538,153.14364367644623
Cs137,10.0,7708,260.28593951638135,7328,242.06247689547388,6470,214.91334705573883,4529,150.79417589394393
Cs137,10.0,7840,260.65641065599834,7920,257.4492243528998,6710,224.18449967125875,4544,149.11983467196944
Cs137,10.0,7518,252.34384760122168,7832,259.07358099463863,6470,215.8457881152583,4337,145.72349906794767
Cs137,10.0,8147,275.201333605517,7485,245.97556054741034,6795,225.21360304285767,4531,149.81940972861915
Cs137,10.0,7938,259.31354414338387,7923,264.0053507034286,7046,231.0229295106215,4603,149.63345134984962
Cs137,10.0,7555,255.9766701040283,7522,249.79248554767028,6507,221.03818459393008,4626,154.20023071273738
Cs137,10.0,7608,252.37367569971508,7453,248.4828917994945,6909,229.86812867020168,4521,151.5009418987252
Cs137,10.0,7789,261.47928094666133,7408,246.56678246963526,6654,220.83812614231348,4470,149.19517057765768
Cs137,10.0,7242,242.87122850657678,7876,256.62699625034736,6690,219.1002594346346,4321,147.91376076906766
Cs137,10.0,7999,267.3147480096576,7508,249.1570813075144,6520,220.06451141605964,4449,149.29144261923963
Cs137,10.0,7536,254.70034169502668,7487,249.80037986159599,6763,224.2964081570453,4590,156.32500459686796
Cs137,10.0,8057,265.3275971699311,7959,263.6534070135955,6340,210.40560895955366,4394,146.4853884015083
Cs137,10.0,7438,253.750576957796,7484,250.47779137649917,6576,225.35907243463112,4587,154.45264360180283
Cs137,10.0,7686,257.4194942563072,7306,243.43948825524657,6414,215.70583765496497,4705,156.85410609393352
Cs137,10.0,7584,255.95410318022292,7299,242.02053059155733,6506,219.3689736571727,4732,156.38471580529915
Cs137,10.0,7945,262.8538420865649,7580,253.14543276276106,6819,228.19949518380216,4471,148.42449774202078
Cs137,10.0,7672,259.072082873441,7326,248.4214250841336,6582,214.16437795442343,4444,148.51626608766978
Cs137,10.0,7805,261.6952817248,6760,226.29711286760212,6636,220.51241254661537,4663,156.89846909741553
Cs137,10.0,7631,254.21760199553614,7590,246.8712305459667,6798,226.13304317719974,4540,152.95587199723334
Cs137,10.0,7822,267.7250932244529,7433,246.02542771614733,6892,230.62445460520533,4462,149.37984955592003
Cs137,10.0,7355,245.10769484889656,7530,252.58626580811807,6199,208.32582080854647,4749,159.05817534696456
Cs137,10.0,7759,259.54359306534934,7642,255.3238710790136,6730,224.0860799949895,4490,147.722114980119
Cs137,10.0,7953,266.43095609989217,7655,256.43106389336873,6586,221.53921718608726,4493,149.8821944699146
Cs137,10.0,7554,254.95071509030083,7448,245.86944096967352,6850,225.49021385529485,4568,154.56853513537084
Cs137,10.0,7881,262.9497344749751,7499,247.80973707517649,6869,225.71351025121137,4318,145.48403019435156
Cs137,10.0,7619,255.26934629347528,7764,258.88522704837476,6378,215.18732040427489,4546,147.572396916888
Cs137,10.0,7781,258.21918105994575,7700,254.28309709729595,6607,217.74495178154538,4366,146.16488377983262
Cs137,10.0,7572,250.74368637882003,7232,240.7196161545217,6453,217.11854973590698,4533,151.0290677266591
Cs137,10.0,7824,261.51205981776263,7765,256.2450508604715,6669,221.84680755271037,4483,147.83860976571367
Cs137,10.0,7680,260.1575995123868,7559,254.16981603979556,6618,219.86145037988595,4519,151.5155015463548
Cs137,10.0,8131,269.46243134506574,7706,256.9277371875344,7123,235.09479885613598,4310,144.24531123704273
Cs137,10.0,7798,257.9088213295197,7598,255.05494374490496,6640,218.17442152211865,4437,147.3271293092963
Cs137,10.0,7654,261.39252584376595,7680,252.37956208309848,6567,220.2201337359591,4515,147.9031919669922
Cs137,10.0,7651,250.34848178216163,7437,249.73852363562213,6459,214.5478564694915,4312,148.34960174449634
Cs137,10.0,7873,263.08133091117895,7884,263.954918696581,6731,220.4666708285592,4415,149.45649735068665
Cs137,10.0,7791,256.76939108513966,7668,253.59436343635934,6848,225.29956181961438,4587,155.60357036527103
Cs137,10.0,7860,258.6060115205443,7619,257.14569175004675,6575,223.3806730036231,4490,149.95968252628114
Cs137,10.0,7682,258.0131495477878,7509,249.44696166525333,6515,214.20098854040563,4610,151.295996501162
Cs137,10.0,7653,255.3152723263794,7605,249.69105482198006,6367,213.54798553580838,4432,147.6609227879482
Cs137,10.0,8214,274.7901956570437,7494,252.99284421024578,6780,224.68706059128303,4643,154.2068697454621
Cs137,10.0,8417,280.6295265662189,7426,245.6872714470375,6682,216.05359102856883,4567,152.5905196847498
Cs137,10.0,8283,269.2561920874041,7510,251.5670855012403,6797,223.03693061178924,4465,149.96804879980846
Cs137,10.0,7375,246.06490429006058,7329,248.1426147995331,6316,211.51571892773748,4403,149.1129744918856
Cs137,10.0,8113,268.0109669974638,7666,251.46924997712173,6549,218.2682919825206,4492,153.15322856851793
Cs137,10.0,7794,255.03839505640312,7696,255.21879116908102,6477,212.0159178740918,4695,156.08943204782793
Cs137,10.0,7940,262.25880691685774,7179,241.6329171719847,6680,218.49242326180308,4696,156.36837167392383
Cs137,10.0,8130,270.7672993657493,7436,249.9834831836087,6232,210.89435403961141,4619,152.77058086625277
Cs137,10.0,8187,267.0259280284776,7595,252.0258108523033,6558,217.91940958478378,4397,145.55925894417817
Cs137,10.0,7877,260.6574660460017,7547,249.3166066061408,6456,216.19065858769312,4548,149.21270313631626
Cs137,10.0,8074,271.5012605111957,7746,256.45051882411735,6558,220.04978421787467,4281,144.27814597799156
Cs137,10.0,7646,259.4754246403444,7820,265.1115204294757,6743,220.85861589073008,4367,149.6380753314918
Cs137,10.0,8087,268.70646066001234,7585,251.79516285085288,6660,221.49532359166406,4551,147.7394218902095
Cs137,10.0,8156,269.2005679162197,7785,255.9341493746249,6481,217.81350645080482,4645,152.7162175551865
Cs137,10.0,7775,254.72293252561855,7417,246.81294993683983,6289,205.26027311100566,4448,148.80017255987383
Cs137,10.0,7126,237.4026944031149,7533,251.01087054195415,6541,217.05414418103496,4744,156.92567970493312
Cs137,10.0,7499,248.81814599955328,7366,242.19691134729987,6580,218.3266613829925,4553,150.301737873509
Cs137,10.0,7669,255.46961115549897,7362,247.04625127091984,6583,217.0016191910392,4381,149.0993058931634
Cs137,10.0,7854,260.7580060921497,7601,253.01220222670614,7029,226.50821758241756,4682,154.66053364785577
Cs137,10.0,7669,255.54777185568224,7499,246.4325653857407,6719,221.68724260723178,4762,156.26641452329454
Cs137,10.0,7479,249.496939573779,7509,253.60045969769885,6191,213.24982650536322,4763,154.34781703561282
Cs137,10.0,7925,260.3016506323107,8157,270.3125538877702,6750,222.1451295388951,4545,151.67640975584243
Cs137,10.0,7667,256.53986422494216,7316,238.9169372689151,6752,226.16319329350407,4562,152.65238954258533
Cs137,10.0,7638,253.60021017414314,7531,250.85249291973,6787,226.36358540921907,4479,146.38292257324883
Cs137,10.0,8132,266.32890191281047,7498,245.37761217713157,6632,221.22114359359958,4789,158.22518855367468
Cs137,10.0,7661,248.35636239167206,7548,254.37413497519705,6324,210.87895376633847,4518,149.1939570951866
Cs137,10.0,7760,261.89904021072255,7377,248.07552637515002,6644,225.0825936913931,4403,149.5047676599843
Cs137,10.0,7766,258.97969720374687,7747,258.07289637783754,6778,229.98884017888852,4603,153.86260199328697
Cs137,10.0,7550,256.0873729056091,7943,260.7592496017279,6525,216.71988536577496,4636,155.42902250229074
Cs137,10.0,7012,236.6611004576303,7709,254.0320851108453,6648,223.6224629574033,4742,154.74268541620327
Cs137,10.0,7861,260.77543603356764,7570,258.9106926797484,6983,232.7461146581863,4468,151.3350881496708
Cs137,10.0,7653,257.1311940200766,7493,248.85601523636802,6632,223.2669178552531,4742,153.543695017286
Cs137,10.0,7670,256.35222919672697,7521,253.63342727783115,6359,209.64733922244477,4609,154.82279086668763
Cs137,10.0,7846,256.88500988239855,7958,267.1745064558154,6264,207.2984610362058,4415,148.74622235656392
Cs137,10.0,8249,271.6342819288807,7444,245.24955052834832,6461,215.3170017808809,4297,145.71717278269892
Cs137,10.0,7475,246.46192344390477,7362,244.82974790373225,6579,217.6033639162814,4521,152.0786227701482
Cs137,10.0,7257,244.0460785398512,7590,250.60415429239998,6259,210.69841775025333,4600,155.17986920198837
Cs137,10.0,7564,251.9080754830957,7586,254.59496637493623,6506,214.36416001868383,4655,155.4857515338797
Cs137,10.0,7465,252.7706266427238,7711,258.53607680838144,6598,219.00887515858705,4841,159.7114832110823
Cs137,10.0,8346,274.2133665517642,7616,254.58951752901018,6573,215.21847857795098,4598,151.5678085962499
Cs137,10.0,7450,249.7459932786493,7974,265.2668942404506,6688,220.98695785915208,4534,147.67711865632646
Cs137,10.0,7606,254.05789788201776,7474,248.53398938874446,6478,219.9317095812561,4632,157.55843144628523
Cs137,10.0,7870,258.84746369642016,7667,250.2702966860558,6722,225.71187454356343,4683,152.54783921829028
Cs137,10.0,7809,261.0712205706126,7516,250.77241095365056,6088,207.62579935651027,4635,152.3284731419362
Cs137,10.0,7903,264.20395776044484,7936,260.90015917913337,6846,232.66817857296937,4577,154.7785604259108
Cs137,10.0,7917,264.71768212529906,7650,253.75259673626226,6697,222.94187413834894,4492,152.52714788559157
Cs137,10.0,8017,261.7971880991099,6943,234.97949427028945,6367,211.36998069547315,4496,147.3733149361599
Cs137,10.0,7840,260.88869010826625,7180,241.8165748837505,6644,221.9078863826658,4568,150.5614493332654
Cs137,10.0,7994,266.6620296275612,7516,253.13780299474814,6601,220.93783819981294,4655,155.60119619695257
Cs137,10.0,8236,274.77492784223796,7319,240.09252915202782,6445,213.2055351407119,4669,152.046998489038
Cs137,10.0,7797,256.0405412062567,7366,248.41467391922004,6633,223.210146144541,4515,150.89425092628738
Cs137,10.0,7717,254.48226121329185,7601,251.4158881790188,6670,220.4815117518839,4485,151.78831494871451
Cs137,10.0,7873,261.3541281703408,7422,246.04086951248132,6432,209.02919331986962,4811,152.80615999291925
Cs137,10.0,7654,253.62286064144223,7431,247.61599343197415,6401,214.3633133191861,4646,157.26988791321733
Cs137,10.0,8084,267.11798331319403,7445,249.31186206313492,6503,219.08491235308767,4636,157.06560474401377
Cs137,10.0,7821,261.0981863568628,7349,241.1671380181728,6511,217.6118340705052,4538,150.89434077023913
Cs137,10.0,7799,263.00308633584734,7313,245.11217865449487,6615,218.8605075219632,4527,148.83942276341057
Cs137,10.0,7411,247.1848992209012,7774,259.3696549910446,6268,211.32245745100124,4455,149.82067535851502
Cs137,10.0,7895,255.67756165515328,7831,256.09456722239383,6438,216.9500757472273,4601,151.93286832377643
Cs137,10.0,7753,255.43322203891532,7700,259.81973589648464,6337,209.0935155624346,4378,146.8738918319437
Cs137,10.0,7684,253.6498824972763,7293,241.92442658654895,6818,223.36029731866262,4666,157.69479522323468
Cs137,10.0,7863,255.07628791640303,7608,251.9004336923543,6533,220.02442597280216,4643,155.65564591146176
Cs137,10.0,7933,263.79426601781904,7598,252.0167814849893,6674,218.97577013945784,4579,155.5933745253181
Cs137,10.0,8179,266.6817127458921,7603,253.41505076762635,6753,226.9035917777484,4635,153.0953607029244
Cs137,10.0,8089,262.9547595928656,7684,260.4169459276539,6030,206.03441448079883,4598,152.71616541151437
Cs137,10.0,7730,258.085375465792,7543,255.839420251381,6434,215.34998366683615,4508,150.19902826301282
Cs137,10.0,7870,259.3087952355162,7622,250.58588769365826,6534,216.92635959330036,4523,155.14180371098547
Cs137,10.0,7720,257.23389200690974,7478,246.66054115401974,6325,211.02949467762517,4816,157.9096770736057
Cs137,10.0,7956,261.5747715162187,7397,250.80331946583473,6369,210.57525196438618,4581,153.87768314100379
Cs137,10.0,7726,254.31187690293052,7723,256.7854199280446,6451,217.50541580875014,4631,154.79911073397128
Cs137,10.0,8077,270.9109794705071,7757,259.9424890474401,6607,222.5866011616364,4547,148.60044597311895
Cs137,10.0,8164,271.6427234565561,7351,246.60284226586305,6304,206.35094928444593,4425,150.15504288820182
Cs137,10.0,7538,252.16140744457033,7608,255.8714167451021,6683,217.4072146704685,4717,157.49925990829223
Cs137,10.0,8093,265.73429863982324,7854,263.54372668204974,6693,221.84235132599326,4705,154.16090707431462
Cs137,10.0,7885,257.53540512716614,7683,258.2417566468679,6405,212.80874263190154,4570,151.4250682658223
Cs137,10.0,7561,251.92783510814297,8079,261.56845429018176,6654,222.5940242992301,4595,151.81497882861694
Cs137,10.0,7783,259.7511374731246,7644,258.26699171985945,6898,229.0679683978031,4580,148.71181434069317
Cs137,10.0,8337,272.5590400261504,7664,256.5820986345913,6544,218.8683576839734,4507,149.2426414594562
Cs137,10.0,7842,264.63903560077904,7657,252.98348356950558,6397,221.19913760315367,4414,152.28056240668053
Cs137,10.0,8418,282.735953237919,7715,258.27443549024065,6617,221.29080322276104,4224,143.63065919938637
Cs137,10.0,8178,270.64247282791627,7382,241.64828251292047,6737,231.81693432937692,4443,148.29490315352763
Cs137,10.0,7929,266.34364774914076,7744,255.7260928992833,6570,216.56088132021605,4524,152.177949309517
Cs137,10.0,7561,251.44961719921972,7840,255.99276083243504,6579,217.2924360194734,4690,157.18732812356603
Cs137,10.0,7713,257.52798673386235,7873,259.91270647736496,6813,226.62277644755372,4356,146.44411661006444
Cs137,10.0,7939,264.8909155038729,7518,247.0223832818634,6566,219.9164060100171,4571,149.93777948916195
Cs137,10.0,8004,269.0446215637785,7904,260.2293792631268,6495,221.93335969441864,4290,143.10541397462208
Cs137,10.0,8093,263.5079710013391,7898,257.30380523813784,6676,221.4107462937497,4583,151.28040510681834
Cs137,10.0,7740,262.74195021208584,7782,261.3080716494295,6318,213.06440141984956,4482,152.34211422835986
Cs137,10.0,7692,256.4959304752525,7682,258.5305970267153,6968,228.03931090930536,4659,153.3494113396772
Cs137,10.0,7677,259.4943899318627,7540,249.96619720936835,6481,216.54810662599485,4596,153.6519594182786
Cs137,10.0,7839,258.91662938123613,7399,247.3492580290175,6582,221.3093865661095,4610,151.55433744599065
Cs137,20.0,2365,80.50036839239405,2299,76.51666585196284,1980,67.23836519269109,1531,52.46004097371296
Cs137,20.0,2427,81.01977377674697,2287,76.86288053710521,2244,72.48542635686778,1575,53.17703500272768
Cs137,20.0,2469,79.87708482602429,2293,77.53275635084353,2077,68.20357265779737,1664,54.76569649354007
