isotope,distance_cm,counts_free,counts_Al,counts_Cu,counts_Pb,Al_ratio,Cu_ratio,Pb_ratio
Co60,30.0,1470,1493,1420,1125,1.0156462585034014,0.9659863945578231,0.7653061224489796
Co60,30.0,1562,1608,1389,1117,1.029449423815621,0.8892445582586428,0.7151088348271447
Co60,30.0,1602,1548,1395,1153,0.9662921348314607,0.8707865168539326,0.7197253433208489
Co60,30.0,1637,1489,1482,1119,0.9095907147220526,0.9053145998778253,0.6835675015271838
Co60,30.0,1669,1541,1347,1067,0.9233073696824445,0.8070701018573997,0.6393049730377471
Co60,30.0,1567,1586,1504,1192,1.0121250797702617,0.9597957881301851,0.7606892150606254
Co60,30.0,1604,1496,1398,1086,0.9326683291770573,0.871571072319202,0.6770573566084788
Co60,30.0,1591,1638,1451,1118,1.0295411690760528,0.912005028284098,0.7027027027027027
Co60,30.0,1597,1617,1434,1100,1.0125234815278648,0.8979336255479023,0.6887914840325611
Co60,30.0,1598,1682,1454,1164,1.0525657071339174,0.9098873591989988,0.7284105131414268
Co60,30.0,1584,1547,1523,1113,0.9766414141414141,0.961489898989899,0.7026515151515151
Co60,30.0,1719,1687,1470,1166,0.9813845258871436,0.8551483420593369,0.6783013379872018
Co60,30.0,1537,1606,1410,1145,1.0448926480156149,0.9173715029277814,0.7449577098243331
Co60,30.0,1631,1541,1397,1189,0.9448191293684856,0.8565297363580625,0.7290006131207848
Co60,30.0,1633,1559,1387,1191,0.9546846295162278,0.8493570116350275,0.7293325168401714
Co60,30.0,1566,1614,1431,1199,1.0306513409961686,0.9137931034482759,0.7656449553001277
Co60,30.0,1583,1588,1454,1178,1.0031585596967783,0.9185091598231206,0.7441566645609602
Co60,30.0,1628,1535,1433,1156,0.9428746928746928,0.8802211302211302,0.7100737100737101
Co60,30.0,1603,1555,1462,1128,0.9700561447286338,0.9120399251403618,0.7036805988771054
Co60,30.0,1699,1631,1373,1137,0.9599764567392584,0.8081224249558564,0.6692171865803413
Co60,30.0,1671,1619,1403,1079,0.9688809096349491,0.8396169958108917,0.6457211250748055
Co60,30.0,1726,1661,1442,1091,0.9623406720741599,0.8354577056778679,0.6320973348783314
Co60,30.0,1649,1569,1457,1124,0.9514857489387507,0.8835657974530018,0.6816252274105519
Co60,30.0,1580,1512,1399,1102,0.9569620253164557,0.8854430379746835,0.6974683544303798
Co60,30.0,1623,1609,1445,1099,0.9913739987677141,0.8903265557609366,0.6771410967344423
Co60,30.0,1652,1593,1405,1083,0.9642857142857143,0.8504842615012107,0.6555690072639225
Co60,30.0,1609,1577,1401,1031,0.9801118707271598,0.8707271597265382,0.6407706650093226
Co60,30.0,1600,1564,1365,1074,0.9775,0.853125,0.67125
Co60,30.0,1579,1612,1389,1154,1.0208993033565548,0.8796706776440786,0.7308423052564914
Co60,30.0,1540,1655,1351,1141,1.0746753246753247,0.8772727272727273,0.740909090909091
Co60,30.0,1602,1561,1506,1080,0.9744069912609239,0.9400749063670412,0.6741573033707865
Co60,30.0,1604,1524,1460,1072,0.9501246882793017,0.9102244389027432,0.6683291770573566
Co60,30.0,1644,1618,1410,1111,0.9841849148418491,0.8576642335766423,0.6757907542579076
Co60,30.0,1645,1500,1411,1155,0.9118541033434651,0.8577507598784194,0.7021276595744681
Co60,30.0,1607,1554,1471,1154,0.9670192906036092,0.9153702551337897,0.7181082762912259
Co60,30.0,1518,1499,1457,1185,0.9874835309617919,0.9598155467720685,0.7806324110671937
Co60,30.0,1469,1552,1434,1093,1.056501021102791,0.9761742682096665,0.7440435670524166
Co60,30.0,1661,1539,1350,1079,0.9265502709211318,0.8127633955448526,0.6496086694762191
Co60,30.0,1626,1644,1503,1167,1.011070110701107,0.9243542435424354,0.7177121771217713
Co60,30.0,1565,1651,1525,1180,1.0549520766773164,0.9744408945686901,0.7539936102236422
Co60,30.0,1556,1457,1392,1153,0.9363753213367609,0.8946015424164524,0.7410025706940874
Co60,30.0,1657,1520,1475,1100,0.9173204586602294,0.8901629450814725,0.663850331925166
Co60,30.0,1549,1643,1439,1129,1.0606843124596514,0.9289864428663654,0.7288573273079406
Co60,30.0,1631,1601,1452,1187,0.9816063764561619,0.8902513795217658,0.7277743715511956
Co60,30.0,1593,1522,1470,1178,0.9554300062774639,0.9227871939736346,0.7394852479598242
Cs137,10.0,7665,7318,6548,4479,0.9547292889758643,0.8542726679712981,0.5843444227005871
Cs137,10.0,7498,7951,6674,4529,1.0604161109629235,0.8901040277407308,0.6040277407308615
Cs137,10.0,7741,7818,6691,4155,1.0099470352667614,0.8643586099987082,0.5367523575765405
Cs137,10.0,7643,7370,6801,4590,0.9642810414758602,0.889833834881591,0.600549522438833
Cs137,10.0,7733,7457,6626,4510,0.9643088064140696,0.8568472778999094,0.5832147937411095
Cs137,10.0,8051,7325,6722,4655,0.9098248664762142,0.8349273382188548,0.5781890448391505
Cs137,10.0,7222,7276,6892,4604,1.0074771531431737,0.9543062863472722,0.6374965383550263
Cs137,10.0,8120,7509,6794,4586,0.9247536945812808,0.8366995073891625,0.5647783251231527
Cs137,10.0,7957,7012,6377,4610,0.881236646977504,0.8014327007666205,0.5793640819404298
Cs137,10.0,7837,7705,7257,4400,0.9831568202118157,0.9259920888094935,0.5614393262728085
Cs137,10.0,7406,7353,6378,4545,0.9928436402916554,0.86119362678909,0.6136916014042668
Cs137,10.0,7734,7750,7054,4531,1.0020687871735194,0.9120765451254202,0.5858546677010602
Cs137,10.0,7872,7912,6986,4447,1.0050813008130082,0.8874491869918699,0.5649136178861789
Cs137,10.0,7598,7710,6747,4488,1.0147407212424322,0.8879968412740195,0.5906817583574625
Cs137,10.0,7508,7786,6951,4670,1.0370271710175814,0.9258124667021843,0.6220031965903037
Cs137,10.0,7278,7966,6451,4352,1.094531464688101,0.8863698818356691,0.597966474306128
Cs137,10.0,7393,7580,6598,4508,1.0252941972135805,0.8924658460706073,0.6097659948600027
Cs137,10.0,8157,7434,6457,4486,0.9113644722324384,0.7915900453598137,0.5499570920681623
Cs137,10.0,7841,7267,6455,4416,0.926795051651575,0.82323683203673,0.5631934702206352
Cs137,10.0,8320,7810,6328,4491,0.9387019230769231,0.760576923076923,0.5397836538461539
Cs137,10.0,7919,7539,7049,4524,0.952014143199899,0.890137643641874,0.5712842530622554
Cs137,10.0,7797,7259,6260,4374,0.9309991022188021,0.8028728998332693,0.5609849942285494
Cs137,10.0,7813,7410,6306,4747,0.9484193011647255,0.8071163445539485,0.6075771150646359
Cs137,10.0,7466,7580,6584,4284,1.0152692204661131,0.8818644521832306,0.5738012322528797
Cs137,10.0,7695,7554,6381,4746,0.9816764132553606,0.8292397660818713,0.6167641325536063
Cs137,10.0,8048,7289,6753,4374,0.9056908548707754,0.8390904572564613,0.5434890656063618
Cs137,10.0,7253,7171,6490,4615,0.9886943333792914,0.8948021508341376,0.6362884323728113
Cs137,10.0,7809,7326,6281,4569,0.9381482904341145,0.804328339095915,0.5850941221667307
Cs137,10.0,7759,7678,6460,4462,0.9895605103750483,0.8325815182368862,0.5750741074880784
Cs137,10.0,8534,7597,6832,4479,0.8902038903210686,0.8005624560581205,0.5248418092336536
Cs137,10.0,7783,7653,6931,4753,0.9832969292046768,0.8905306437106514,0.6106899653090068
Cs137,10.0,8176,7294,6507,4468,0.8921232876712328,0.7958659491193738,0.5464774951076321
Cs137,10.0,7883,7605,6418,4461,0.9647342382341748,0.8141570468095902,0.5659013066091589
Cs137,10.0,8032,7536,6840,4749,0.9382470119521913,0.851593625498008,0.5912599601593626
Cs137,10.0,7586,7647,6960,4361,1.0080411283944108,0.9174795676245716,0.5748747693118903
Cs137,10.0,7891,7298,6702,4306,0.9248510961855279,0.8493220124192118,0.5456849575465721
Cs137,10.0,7451,7472,6660,4437,1.0028184136357536,0.8938397530532814,0.5954905381827943
Cs137,10.0,7761,7576,6716,4559,0.9761628656101018,0.8653524030408453,0.5874243009921402
Cs137,10.0,8246,7720,6574,4407,0.9362114964831434,0.7972350230414746,0.5344409410623333
Cs137,10.0,8098,7430,6701,4844,0.9175104964188688,0.827488268708323,0.5981723882440109
Cs137,10.0,7591,7371,6650,4658,0.9710183111579502,0.8760374127255961,0.6136213937557634
Cs137,10.0,7945,7147,6427,4470,0.8995594713656387,0.8089364380113279,0.5626179987413468
Cs137,10.0,7386,7543,6790,4410,1.021256431085838,0.9193067966422962,0.5970755483346872
Cs137,10.0,7513,7691,7022,4370,1.0236922667376547,0.934646612538267,0.5816584586716358
Cs137,10.0,7803,7627,6610,4515,0.977444572600282,0.8471100858644112,0.5786236063052672
Cs137,10.0,7041,7369,6624,4561,1.0465842920039767,0.9407754580315296,0.6477773043601761
Cs137,10.0,8008,7672,6755,4420,0.958041958041958,0.8435314685314685,0.551948051948052
Cs137,10.0,7901,7276,6729,4668,0.9208960891026452,0.8516643462852803,0.5908112897101633
Cs137,10.0,8051,7524,6572,4629,0.9345422928828717,0.8162961122841883,0.5749596323438082
Cs137,10.0,7310,8028,6608,4627,1.0982216142270862,0.9039671682626539,0.63296853625171
Cs137,10.0,8240,7184,6341,4581,0.8718446601941747,0.7695388349514564,0.5559466019417476
Cs137,10.0,8287,7541,6365,4334,0.9099794859418366,0.7680704718233378,0.5229878122360323
Cs137,10.0,7702,7488,6527,4787,0.9722150090885484,0.847442222799273,0.6215268761360686
Cs137,10.0,7684,7557,6367,4467,0.9834721499219157,0.8286048932847475,0.5813378448724622
Cs137,10.0,7265,7303,6892,4765,1.005230557467309,0.9486579490708879,0.6558843771507227
Cs137,10.0,8312,7700,6568,4531,0.9263715110683349,0.7901828681424446,0.5451154956689124
Cs137,10.0,7847,7515,6721,4499,0.9576908372626481,0.8565056709570537,0.5733401299859819
Cs137,10.0,7844,7719,6859,4405,0.9840642529321775,0.8744263131055584,0.5615757266700663
Cs137,10.0,7081,7359,6394,4721,1.0392599915266205,0.9029798051122723,0.6667137409970343
Cs137,10.0,7947,7006,6301,4379,0.8815905373096766,0.7928778155278722,0.5510255442305273
Cs137,10.0,7615,7825,6754,4595,1.0275771503611293,0.8869336835193696,0.603414313854235
Cs137,10.0,8030,7647,7123,4839,0.9523038605230386,0.8870485678704857,0.602615193026152
Cs137,10.0,7895,7260,6648,4376,0.9195693476884104,0.84205193160228,0.5542748575047498
Cs137,10.0,7619,7941,6746,4655,1.042262764142276,0.8854180338627117,0.6109725685785536
Cs137,10.0,7595,7748,6869,4501,1.0201448321263988,0.9044107965766952,0.5926267281105991
Cs137,10.0,7760,7257,6725,4482,0.935180412371134,0.8666237113402062,0.5775773195876288
Cs137,10.0,7593,7721,6670,4613,1.0168576320295009,0.8784406690372711,0.6075332543131832
Cs137,10.0,7817,7253,6330,4637,0.9278495586542151,0.8097735704234361,0.5931943200716387
Cs137,10.0,7738,7713,6537,4523,0.9967691910054277,0.8447919359007495,0.5845179632980099
Cs137,10.0,7793,7555,6177,4538,0.9694597715898884,0.7926344155010907,0.5823174643911202
Cs137,10.0,7708,7328,6470,4529,0.9507005708354956,0.8393876491956409,0.5875713544369486
Cs137,10.0,7840,7920,6710,4544,1.010204081632653,0.8558673469387755,0.5795918367346938
Cs137,10.0,7518,7832,6470,4337,1.0417664272412877,0.8606012237297154,0.5768821495078479
Cs137,10.0,8147,7485,6795,4531,0.9187430956180189,0.8340493433165582,0.556155640112925
Cs137,10.0,7938,7923,7046,4603,0.9981103552532123,0.8876291257243638,0.5798689846308894
Cs137,10.0,7555,7522,6507,4626,0.9956320317670417,0.8612839179351423,0.6123097286565189
Cs137,10.0,7608,7453,6909,4521,0.9796267087276551,0.9081230283911672,0.5942429022082019
Cs137,10.0,7789,7408,6654,4470,0.9510848632687123,0.8542816792913083,0.5738862498395173
Cs137,10.0,7242,7876,6690,4321,1.0875448771057719,0.923777961888981,0.5966583816625242
Cs137,10.0,7999,7508,6520,4449,0.9386173271658957,0.815101887735967,0.5561945243155394
Cs137,10.0,7536,7487,6763,4590,0.9934978768577495,0.8974256900212314,0.6090764331210191
Cs137,10.0,8057,7959,6340,4394,0.9878366637706343,0.7868933846344793,0.545364279508502
Cs137,10.0,7438,7484,6576,4587,1.0061844581876849,0.8841086313525142,0.6166980371067491
Cs137,10.0,7686,7306,6414,4705,0.9505594587561801,0.834504293520687,0.612151964610981
Cs137,10.0,7584,7299,6506,4732,0.9624208860759493,0.8578586497890295,0.6239451476793249
Cs137,10.0,7945,7580,6819,4471,0.9540591567023285,0.858275645059786,0.56274386406545
Cs137,10.0,7672,7326,6582,4444,0.9549009384775808,0.857924921793535,0.5792492179353493
Cs137,10.0,7805,6760,6636,4663,0.866111467008328,0.8502242152466367,0.5974375400384369
Cs137,10.0,7631,7590,6798,4540,0.99462717861355,0.8908399947582231,0.5949416852312934
Cs137,10.0,7822,7433,6892,4462,0.95026847353618,0.8811045768345691,0.5704423421119919
Cs137,10.0,7355,7530,6199,4749,1.0237933378653976,0.8428280081577159,0.6456832087015636
Cs137,10.0,7759,7642,6730,4490,0.9849207372084031,0.8673798169867251,0.5786828199510247
Cs137,10.0,7953,7655,6586,4493,0.9625298629448007,0.8281151766628945,0.5649440462718471
Cs137,10.0,7554,7448,6850,4568,0.9859676992321948,0.9068043420704263,0.6047127349748478
Cs137,10.0,7881,7499,6869,4318,0.9515289937825149,0.8715898997589139,0.5479000126887451
Cs137,10.0,7619,7764,6378,4546,1.019031368946056,0.837117731985825,0.5966662291639323
Cs137,10.0,7781,7700,6607,4366,0.9895900269888189,0.8491196504305359,0.5611103971211926
Cs137,10.0,7572,7232,6453,4533,0.9550977284733227,0.8522187004754358,0.5986529318541997
Cs137,10.0,7824,7765,6669,4483,0.992459100204499,0.8523773006134969,0.572980572597137
Cs137,10.0,7680,7559,6618,4519,0.9842447916666667,0.86171875,0.5884114583333333
Cs137,10.0,8131,7706,7123,4310,0.947730906407576,0.8760300086090271,0.5300701020784652
Cs137,10.0,7798,7598,6640,4437,0.9743523980507822,0.8515003847140292,0.5689920492433957
Cs137,10.0,7654,7680,6567,4515,1.0033969166448915,0.8579827541154952,0.5898876404494382
Cs137,10.0,7651,7437,6459,4312,0.9720298000261404,0.8442033721082212,0.5635864592863677
Cs137,10.0,7873,7884,6731,4415,1.0013971802362505,0.8549472882001778,0.5607773402768957
Cs137,10.0,7791,7668,6848,4587,0.9842125529457065,0.8789629059170838,0.5887562572198691
Cs137,10.0,7860,7619,6575,4490,0.9693384223918575,0.8365139949109415,0.5712468193384224
Cs137,10.0,7682,7509,6515,4610,0.9774798229627701,0.8480864358240041,0.6001041395469929
Cs137,10.0,7653,7605,6367,4432,0.9937279498235986,0.8319613223572455,0.5791192996210637
Cs137,10.0,8214,7494,6780,4643,0.912344777209642,0.8254200146092038,0.565254443632822
Cs137,10.0,8417,7426,6682,4567,0.8822620886301532,0.7938695497208031,0.5425923725793038
Cs137,10.0,8283,7510,6797,4465,0.9066763250030182,0.8205964022697091,0.5390558976216346
Cs137,10.0,7375,7329,6316,4403,0.9937627118644068,0.856406779661017,0.5970169491525423
Cs137,10.0,8113,7666,6549,4492,0.9449032417108345,0.8072229754714656,0.5536792801676322
Cs137,10.0,7794,7696,6477,4695,0.987426225301514,0.8310238645111624,0.6023864511162432
Cs137,10.0,7940,7179,6680,4696,0.9041561712846348,0.8413098236775819,0.5914357682619648
Cs137,10.0,8130,7436,6232,4619,0.9146371463714638,0.7665436654366544,0.5681426814268142
Cs137,10.0,8187,7595,6558,4397,0.9276902406253817,0.8010260168559912,0.5370709661658727
Cs137,10.0,7877,7547,6456,4548,0.9581058778722864,0.8196013710803606,0.5773771740510346
Cs137,10.0,8074,7746,6558,4281,0.9593757740896706,0.8122368095120138,0.5302204607381719
Cs137,10.0,7646,7820,6743,4367,1.0227569971226784,0.8818990321736856,0.5711483128433168
Cs137,10.0,8087,7585,6660,4551,0.9379250649190058,0.8235439594410783,0.5627550389514034
Cs137,10.0,8156,7785,6481,4645,0.9545120156939676,0.7946297204512016,0.5695193722412948
Cs137,10.0,7775,7417,6289,4448,0.9539549839228296,0.8088745980707396,0.5720900321543408
Cs137,10.0,7126,7533,6541,4744,1.0571147909065395,0.9179062587706989,0.6657311254560764
Cs137,10.0,7499,7366,6580,4553,0.9822643019069209,0.877450326710228,0.6071476196826243
Cs137,10.0,7669,7362,6583,4381,0.9599687051766853,0.8583909245012388,0.5712609205893858
Cs137,10.0,7854,7601,7029,4682,0.9677871148459384,0.8949579831932774,0.5961293608352431
Cs137,10.0,7669,7499,6719,4762,0.9778328334854609,0.87612465771287,0.6209414526013822
Cs137,10.0,7479,7509,6191,4763,1.0040112314480545,0.8277844631635245,0.6368498462361278
Cs137,10.0,7925,8157,6750,4545,1.0292744479495268,0.8517350157728707,0.5735015772870663
Cs137,10.0,7667,7316,6752,4562,0.9542193817660102,0.8806573627233598,0.59501760793009
Cs137,10.0,7638,7531,6787,4479,0.9859910971458496,0.8885833987954962,0.5864100549882169
Cs137,10.0,8132,7498,6632,4789,0.9220363994097392,0.8155435317265125,0.588908017707821
Cs137,10.0,7661,7548,6324,4518,0.9852499673671844,0.8254797023887221,0.5897402427881477
Cs137,10.0,7760,7377,6644,4403,0.9506443298969072,0.8561855670103092,0.5673969072164948
Cs137,10.0,7766,7747,6778,4603,0.9975534380633531,0.87277877929436,0.5927118207571466
Cs137,10.0,7550,7943,6525,4636,1.0520529801324503,0.8642384105960265,0.6140397350993377
Cs137,10.0,7012,7709,6648,4742,1.099401026811181,0.9480889903023388,0.6762692527096407
Cs137,10.0,7861,7570,6983,4468,0.9629818089301616,0.8883093753975321,0.5683755247423992
Cs137,10.0,7653,7493,6632,4742,0.9790931660786619,0.8665882660394616,0.6196262903436561
Cs137,10.0,7670,7521,6359,4609,0.980573663624511,0.8290743155149934,0.6009126466753585
Cs137,10.0,7846,7958,6264,4415,1.0142747897017588,0.7983685954626561,0.562707111904155
Cs137,10.0,8249,7444,6461,4297,0.9024124136258941,0.7832464541156504,0.5209116256515941
Cs137,10.0,7475,7362,6579,4521,0.9848829431438128,0.8801337792642141,0.6048160535117056
Cs137,10.0,7257,7590,6259,4600,1.045886730053741,0.8624776078269257,0.6338707454871159
Cs137,10.0,7564,7586,6506,4655,1.0029085140137493,0.8601269169751454,0.6154151242728715
Cs137,10.0,7465,7711,6598,4841,1.0329537843268586,0.8838580040187541,0.6484929671801741
Cs137,10.0,8346,7616,6573,4598,0.9125329499161274,0.7875629043853343,0.5509225976515696
Cs137,10.0,7450,7974,6688,4534,1.0703355704697985,0.8977181208053692,0.6085906040268456
Cs137,10.0,7606,7474,6478,4632,0.9826452800420721,0.8516960294504339,0.6089929003418354
Cs137,10.0,7870,7667,6722,4683,0.9742058449809403,0.8541296060991106,0.5950444726810673
Cs137,10.0,7809,7516,6088,4635,0.9624791906774235,0.7796132667435011,0.593545908567038
Cs137,10.0,7903,7936,6846,4577,1.004175629507782,0.8662533215234721,0.5791471593065924
Cs137,10.0,7917,7650,6697,4492,0.9662751042061387,0.8459012252115701,0.5673866363521536
Cs137,10.0,8017,6943,6367,4496,0.8660346763128353,0.7941873518772609,0.5608082823999002
Cs137,10.0,7840,7180,6644,4568,0.9158163265306123,0.8474489795918367,0.5826530612244898
Cs137,10.0,7994,7516,6601,4655,0.940205153865399,0.8257443082311734,0.5823117338003503
Cs137,10.0,8236,7319,6445,4669,0.8886595434677028,0.782540067994172,0.5669014084507042
Cs137,10.0,7797,7366,6633,4515,0.9447223291009362,0.8507118122354752,0.5790688726433244
Cs137,10.0,7717,7601,6670,4485,0.9849682519113645,0.8643255150965401,0.5811843980821563
Cs137,10.0,7873,7422,6432,4811,0.9427156103137305,0.8169693890511877,0.6110758287819129
Cs137,10.0,7654,7431,6401,4646,0.9708649072380454,0.8362947478442644,0.6070028743140842
Cs137,10.0,8084,7445,6503,4636,0.9209549727857497,0.8044285007422068,0.5734784760019792
Cs137,10.0,7821,7349,6511,4538,0.9396496611686486,0.8325022375655287,0.5802327068149853
Cs137,10.0,7799,7313,6615,4527,0.9376843185023721,0.8481856648288242,0.5804590332093859
Cs137,10.0,7411,7774,6268,4455,1.048981244096613,0.8457698016462016,0.6011334502766158
Cs137,10.0,7895,7831,6438,4601,0.9918936035465484,0.815452818239392,0.5827739075364154
Cs137,10.0,7753,7700,6337,4378,0.9931639365406939,0.817361021540049,0.5646846382045659
Cs137,10.0,7684,7293,6818,4666,0.9491150442477876,0.8872982821447163,0.6072358146798542
Cs137,10.0,7863,7608,6533,4643,0.9675696299122473,0.8308533638560346,0.5904870914409258
Cs137,10.0,7933,7598,6674,4579,0.9577713349300391,0.841295852766923,0.5772091264338838
Cs137,10.0,8179,7603,6753,4635,0.9295757427558381,0.825651057586502,0.5666951950116151
Cs137,10.0,8089,7684,6030,4598,0.9499320064284831,0.745456793175918,0.568426257881073
Cs137,10.0,7730,7543,6434,4508,0.9758085381630013,0.8323415265200518,0.5831824062095731
Cs137,10.0,7870,7622,6534,4523,0.9684879288437103,0.8302414231257942,0.5747141041931385
Cs137,10.0,7720,7478,6325,4816,0.9686528497409327,0.819300518134715,0.6238341968911917
Cs137,10.0,7956,7397,6369,4581,0.9297385620915033,0.80052790346908,0.5757918552036199
Cs137,10.0,7726,7723,6451,4631,0.9996117007507119,0.8349728190525498,0.5994046078177582
Cs137,10.0,8077,7757,6607,4547,0.9603813297016219,0.8180017333168256,0.5629565432710165
Cs137,10.0,8164,7351,6304,4425,0.9004164625183734,0.772170504654581,0.5420137187653111
Cs137,10.0,7538,7608,6683,4717,1.0092862828336429,0.8865746882462192,0.6257628018041921
Cs137,10.0,8093,7854,6693,4705,0.9704683059434079,0.8270109971580378,0.5813666131224515
Cs137,10.0,7885,7683,6405,4570,0.9743817374762207,0.8123018389346861,0.579581483830057
Cs137,10.0,7561,8079,6654,4595,1.0685094564211084,0.8800423224441212,0.6077238460521095
Cs137,10.0,7783,7644,6898,4580,0.9821405627650006,0.8862906334318387,0.5884620326352307
Cs137,10.0,8337,7664,6544,4507,0.9192755187717404,0.7849346287633441,0.5406021350605733
Cs137,10.0,7842,7657,6397,4414,0.9764090793165009,0.8157357816883448,0.5628666156592705
Cs137,10.0,8418,7715,6617,4224,0.9164884770729389,0.7860536944642433,0.5017818959372773
Cs137,10.0,8178,7382,6737,4443,0.9026656884323796,0.8237955490339937,0.5432868672046955
Cs137,10.0,7929,7744,6570,4524,0.9766679278597553,0.8286038592508513,0.5705637533106318
Cs137,10.0,7561,7840,6579,4690,1.036899880968126,0.870122999603227,0.6202883216505753
Cs137,10.0,7713,7873,6813,4356,1.020744198107092,0.8833138856476079,0.5647607934655776
Cs137,10.0,7939,7518,6566,4571,0.9469706512155184,0.8270563043204434,0.5757652097241466
Cs137,10.0,8004,7904,6495,4290,0.9875062468765617,0.8114692653673163,0.5359820089955023
Cs137,10.0,8093,7898,6676,4583,0.9759051031755839,0.8249104164092426,0.5662918571605091
Cs137,10.0,7740,7782,6318,4482,1.0054263565891473,0.8162790697674419,0.5790697674418605
Cs137,10.0,7692,7682,6968,4659,0.99869994799792,0.905876235049402,0.6056942277691107
Cs137,10.0,7677,7540,6481,4596,0.9821544874299857,0.8442099778559333,0.5986713559984369
Cs137,10.0,7839,7399,6582,4610,0.9438703916315857,0.8396479142747799,0.5880852149508866
Cs137,20.0,2365,2299,1980,1531,0.9720930232558139,0.8372093023255814,0.6473572938689218
Cs137,20.0,2427,2287,2244,1575,0.942315615986815,0.9245982694684796,0.6489493201483313
Cs137,20.0,2469,2293,2077,1664,0.9287160793843662,0.8412312677197246,0.6739570676387201
Cs137,20.0,2336,2360,2048,1600,1.0102739726027397,0.8767123287671232,0.684931506849315
Cs137,20.0,2492,2362,2082,1605,0.9478330658105939,0.8354735152487961,0.6440609951845907
Cs137,20.0,2366,2354,2038,1607,0.9949281487743026,0.8613693998309383,0.6792054099746407
Cs137,20.0,2309,2344,2033,1661,1.0151580770896491,0.8804677349501949,0.7193590298830662
Cs137,20.0,2384,2412,2152,1544,1.011744966442953,0.9026845637583892,0.6476510067114094
Cs137,20.0,2409,2297,2121,1660,0.9535076795350768,0.8804483188044832,0.6890826068908261
Cs137,20.0,2399,2295,2015,1622,0.9566486035848271,0.8399333055439766,0.6761150479366402
Cs137,20.0,2417,2378,2090,1657,0.983864294580058,0.8647083160943319,0.6855606123293339
Cs137,20.0,2466,2448,2056,1576,0.9927007299270073,0.8337388483373885,0.6390916463909164
Cs137,20.0,2413,2288,2107,1566,0.9481972648155823,0.8731869042685454,0.6489846663903854
Cs137,20.0,2444,2343,1923,1515,0.9586743044189853,0.7868248772504092,0.619885433715221
Cs137,20.0,2394,2339,2144,1652,0.9770258980785297,0.8955722639933166,0.6900584795321637
Cs137,20.0,2368,2353,2197,1558,0.9936655405405406,0.9277871621621622,0.6579391891891891
Cs137,20.0,2381,2333,2105,1611,0.9798404031919362,0.8840823183536329,0.6766064678706426
Cs137,20.0,2408,2358,2073,1478,0.979235880398671,0.8608803986710963,0.6137873754152824
Cs137,20.0,2367,2343,2032,1582,0.9898605830164765,0.8584706379383186,0.6683565694972539
Cs137,20.0,2381,2349,2164,1484,0.9865602687946241,0.9088618227635448,0.6232675346493071
Cs137,20.0,2463,2327,2094,1575,0.9447827852212749,0.8501827040194885,0.6394640682095006
Cs137,20.0,2377,2348,2099,1601,0.9877997475809844,0.8830458561211612,0.6735380732015145
Cs137,20.0,2535,2336,2086,1624,0.9214990138067061,0.822879684418146,0.6406311637080868
Cs137,20.0,2382,2392,2209,1587,1.0041981528127624,0.9273719563392108,0.6662468513853904
Cs137,20.0,2380,2359,2027,1551,0.9911764705882353,0.8516806722689075,0.6516806722689076
Cs137,20.0,2429,2335,2074,1658,0.961300946891725,0.8538493207081104,0.6825854261012763
Cs137,20.0,2463,2445,2117,1633,0.9926918392204629,0.8595209094600081,0.6630125862768981
Cs137,20.0,2298,2326,2133,1628,1.0121845082680592,0.9281984334203656,0.7084421235857267
Cs137,20.0,2474,2343,2072,1704,0.9470493128536782,0.8375101050929669,0.6887631366208569
Cs137,20.0,2407,2374,1977,1542,0.9862899875363523,0.8213543830494391,0.6406314914831741
Cs137,20.0,2320,2165,2091,1624,0.9331896551724138,0.9012931034482758,0.7
Cs137,20.0,2377,2430,2019,1462,1.022297013041649,0.8493899873790492,0.6150610012620951
Cs137,20.0,2455,2207,2116,1501,0.8989816700610997,0.8619144602851324,0.6114052953156823
Cs137,20.0,2431,2237,2202,1530,0.9201974496092143,0.9058000822706705,0.6293706293706294
Cs137,20.0,2326,2283,2018,1560,0.9815133276010318,0.8675838349097162,0.6706792777300086
Cs137,20.0,2289,2282,1966,1574,0.9969418960244648,0.8588903451288772,0.6876365224989078
Cs137,20.0,2322,2368,2193,1599,1.0198105081826012,0.9444444444444444,0.6886304909560723
Cs137,20.0,2339,2365,2046,1643,1.0111158614792646,0.8747327917913639,0.7024369388627618
Cs137,20.0,2429,2395,2150,1522,0.986002470152326,0.885137916838205,0.6265953067105805
Cs137,20.0,2467,2255,2164,1662,0.9140656668017836,0.8771787596270775,0.6736927442237536
Cs137,20.0,2555,2286,2032,1496,0.8947162426614481,0.7953033268101761,0.585518590998043
Cs137,20.0,2337,2328,2140,1607,0.9961489088575096,0.9157038938810441,0.6876337184424476
Cs137,20.0,2346,2331,2163,1586,0.9936061381074168,0.921994884910486,0.6760443307757886
Cs137,20.0,2471,2406,2187,1580,0.9736948603804128,0.8850667745851882,0.6394172399838122
Cs137,20.0,2327,2443,2001,1607,1.0498495917490331,0.8599054576708208,0.6905887408680704
Cs137,20.0,2374,2394,2139,1550,1.008424599831508,0.901010951979781,0.6529064869418703
Cs137,20.0,2330,2365,2018,1568,1.0150214592274678,0.8660944206008584,0.672961373390558
Cs137,20.0,2387,2388,2082,1700,1.0004189359028068,0.8722245496439045,0.7121910347716799
